nodeName	gene_name	module	biotype	is_robust_lnc
ENSG00000267666	ENSG00000267666	brown	lncRNA	True
ENSG00000267681	ENSG00000267681	brown	transcribed_processed_pseudogene	False
ENSG00000267693	ENSG00000267693	magenta	processed_pseudogene	False
ENSG00000267698	ENSG00000267698	brown	lncRNA	True
ENSG00000267770	ENSG00000267770	greenyellow	processed_pseudogene	False
ENSG00000267787	ENSG00000267787	brown	lncRNA	True
ENSG00000267791	ENSG00000267791	brown	lncRNA	True
ENSG00000267800	ENSG00000267800	violet	processed_pseudogene	False
ENSG00000267940	ENSG00000267940	brown	lncRNA	True
ENSG00000268030	ENSG00000268030	brown	lncRNA	True
ENSG00000268049	ENSG00000268049	brown	lncRNA	True
ENSG00000268053	ENSG00000268053	orangered4	processed_pseudogene	False
ENSG00000268087	ENSG00000268087	blue	lncRNA	True
ENSG00000268119	ENSG00000268119	brown	lncRNA	True
ENSG00000268149	ENSG00000268149	darkturquoise	lncRNA	True
ENSG00000268279	ENSG00000268279	black	protein_coding	False
ENSG00000268293	ENSG00000268293	tan	processed_pseudogene	False
ENSG00000268309	ENSG00000268309	brown	lncRNA	True
ENSG00000268400	ENSG00000268400	purple	protein_coding	False
ENSG00000268403	ENSG00000268403	blue	lncRNA	True
ENSG00000268455	ENSG00000268455	orangered4	unprocessed_pseudogene	False
ENSG00000268460	ENSG00000268460	brown	lncRNA	True
ENSG00000268465	ENSG00000268465	orange	protein_coding	False
ENSG00000268486	ENSG00000268486	magenta	transcribed_unprocessed_pseudogene	False
ENSG00000268685	ENSG00000268685	darkgrey	processed_pseudogene	False
ENSG00000268884	ENSG00000268884	skyblue	processed_pseudogene	False
ENSG00000268903	ENSG00000268903	darkmagenta	processed_pseudogene	False
ENSG00000269032	ENSG00000269032	paleturquoise	transcribed_processed_pseudogene	False
ENSG00000269035	ENSG00000269035	steelblue	protein_coding	False
ENSG00000269069	ENSG00000269069	green	processed_pseudogene	False
ENSG00000269091	ENSG00000269091	brown	lncRNA	True
ENSG00000269095	ENSG00000269095	darkturquoise	protein_coding	False
ENSG00000269139	ENSG00000269139	brown	lncRNA	True
ENSG00000269176	ENSG00000269176	brown	lncRNA	True
ENSG00000269236	ENSG00000269236	steelblue	processed_pseudogene	False
ENSG00000269237	ENSG00000269237	darkgreen	protein_coding	False
ENSG00000269243	ENSG00000269243	blue	lncRNA	True
ENSG00000269274	ENSG00000269274	lightsteelblue1	unprocessed_pseudogene	False
ENSG00000269307	ENSG00000269307	tan	protein_coding	False
ENSG00000269388	ENSG00000269388	royalblue	transcribed_processed_pseudogene	False
ENSG00000269397	ENSG00000269397	blue	lncRNA	True
ENSG00000269421	ENSG00000269421	grey60	unprocessed_pseudogene	False
ENSG00000269469	ENSG00000269469	cyan	protein_coding	False
ENSG00000269471	ENSG00000269471	midnightblue	processed_pseudogene	False
ENSG00000269540	ENSG00000269540	salmon	processed_pseudogene	False
ENSG00000269547	ENSG00000269547	lightcyan	protein_coding	False
ENSG00000269559	ENSG00000269559	brown	lncRNA	True
ENSG00000269604	ENSG00000269604	blue	lncRNA	True
ENSG00000269711	ENSG00000269711	salmon	protein_coding	False
ENSG00000269749	ENSG00000269749	black	lncRNA	True
ENSG00000269761	ENSG00000269761	lightsteelblue1	processed_pseudogene	False
ENSG00000269765	ENSG00000269765	lightgreen	unprocessed_pseudogene	False
ENSG00000269792	ENSG00000269792	darkturquoise	lncRNA	True
ENSG00000269794	ENSG00000269794	brown	processed_pseudogene	False
ENSG00000269896	ENSG00000269896	white	transcribed_processed_pseudogene	False
ENSG00000269940	ENSG00000269940	blue	lncRNA	True
ENSG00000269968	ENSG00000269968	blue	lncRNA	True
ENSG00000269981	ENSG00000269981	midnightblue	processed_pseudogene	False
ENSG00000269982	ENSG00000269982	blue	lncRNA	True
ENSG00000270021	ENSG00000270021	brown	lncRNA	True
ENSG00000270039	ENSG00000270039	brown	lncRNA	True
ENSG00000270149	ENSG00000270149	brown	protein_coding	False
ENSG00000270166	ENSG00000270166	lightgreen	processed_pseudogene	False
ENSG00000270236	ENSG00000270236	tan	processed_pseudogene	False
ENSG00000270249	ENSG00000270249	lightsteelblue1	protein_coding	False
ENSG00000270257	ENSG00000270257	orange	processed_pseudogene	False
ENSG00000270282	ENSG00000270282	skyblue	processed_pseudogene	False
ENSG00000270385	ENSG00000270385	black	processed_pseudogene	False
ENSG00000270387	ENSG00000270387	purple	processed_pseudogene	False
ENSG00000270393	ENSG00000270393	magenta	processed_pseudogene	False
ENSG00000270412	ENSG00000270412	blue	lncRNA	True
ENSG00000270413	ENSG00000270413	darkred	processed_pseudogene	False
ENSG00000270424	ENSG00000270424	pink	processed_pseudogene	False
ENSG00000270442	ENSG00000270442	tan	processed_pseudogene	False
ENSG00000270484	ENSG00000270484	darkgreen	processed_pseudogene	False
ENSG00000270490	ENSG00000270490	black	processed_pseudogene	False
ENSG00000270521	ENSG00000270521	lightyellow	processed_pseudogene	False
ENSG00000270553	ENSG00000270553	greenyellow	processed_pseudogene	False
ENSG00000270605	ENSG00000270605	brown	lncRNA	True
ENSG00000270638	ENSG00000270638	brown	lncRNA	True
ENSG00000270710	ENSG00000270710	white	processed_pseudogene	False
ENSG00000270711	ENSG00000270711	tan	processed_pseudogene	False
ENSG00000270764	ENSG00000270764	mediumpurple3	processed_pseudogene	False
ENSG00000270781	ENSG00000270781	black	processed_pseudogene	False
ENSG00000270799	ENSG00000270799	black	processed_pseudogene	False
ENSG00000270822	ENSG00000270822	lightcyan	processed_pseudogene	False
ENSG00000270832	ENSG00000270832	greenyellow	processed_pseudogene	False
ENSG00000270909	ENSG00000270909	orangered4	processed_pseudogene	False
ENSG00000270911	ENSG00000270911	royalblue	processed_pseudogene	False
ENSG00000270966	ENSG00000270966	yellowgreen	processed_pseudogene	False
ENSG00000270978	ENSG00000270978	royalblue	processed_pseudogene	False
ENSG00000270989	ENSG00000270989	black	processed_pseudogene	False
ENSG00000271044	ENSG00000271044	grey60	processed_pseudogene	False
ENSG00000271047	ENSG00000271047	lightyellow	processed_pseudogene	False
ENSG00000271064	ENSG00000271064	pink	processed_pseudogene	False
ENSG00000271117	ENSG00000271117	orangered4	processed_pseudogene	False
ENSG00000271127	ENSG00000271127	tan	transcribed_unprocessed_pseudogene	False
ENSG00000271136	ENSG00000271136	sienna3	processed_pseudogene	False
ENSG00000271147	ENSG00000271147	blue	lncRNA	True
ENSG00000271150	ENSG00000271150	saddlebrown	processed_pseudogene	False
ENSG00000271181	ENSG00000271181	cyan	processed_pseudogene	False
ENSG00000271230	ENSG00000271230	cyan	processed_pseudogene	False
ENSG00000271253	ENSG00000271253	mediumpurple3	processed_pseudogene	False
ENSG00000271268	ENSG00000271268	black	processed_pseudogene	False
ENSG00000271275	ENSG00000271275	royalblue	processed_pseudogene	False
ENSG00000271329	ENSG00000271329	tan	processed_pseudogene	False
ENSG00000271349	ENSG00000271349	lightcyan	processed_pseudogene	False
ENSG00000271369	ENSG00000271369	lightcyan	processed_pseudogene	False
ENSG00000271370	ENSG00000271370	darkred	processed_pseudogene	False
ENSG00000271396	ENSG00000271396	violet	processed_pseudogene	False
ENSG00000271443	ENSG00000271443	grey60	transcribed_processed_pseudogene	False
ENSG00000271482	ENSG00000271482	royalblue	processed_pseudogene	False
ENSG00000271511	ENSG00000271511	magenta	processed_pseudogene	False
ENSG00000271519	ENSG00000271519	darkmagenta	processed_pseudogene	False
ENSG00000271537	ENSG00000271537	darkgrey	processed_pseudogene	False
ENSG00000271546	ENSG00000271546	sienna3	processed_pseudogene	False
ENSG00000271547	ENSG00000271547	black	processed_pseudogene	False
ENSG00000271551	ENSG00000271551	brown	lncRNA	True
ENSG00000271623	ENSG00000271623	darkred	processed_pseudogene	False
ENSG00000271660	ENSG00000271660	plum1	processed_pseudogene	False
ENSG00000271676	ENSG00000271676	plum1	processed_pseudogene	False
ENSG00000271681	ENSG00000271681	lightcyan1	processed_pseudogene	False
ENSG00000271737	ENSG00000271737	brown	lncRNA	True
ENSG00000271743	ENSG00000271743	brown	lncRNA	True
ENSG00000271779	ENSG00000271779	violet	processed_pseudogene	False
ENSG00000271780	ENSG00000271780	brown	lncRNA	True
ENSG00000271828	ENSG00000271828	green	lncRNA	True
ENSG00000271851	ENSG00000271851	brown	lncRNA	True
ENSG00000271862	ENSG00000271862	green	lncRNA	True
ENSG00000271919	ENSG00000271919	royalblue	transcribed_processed_pseudogene	False
ENSG00000271949	ENSG00000271949	purple	protein_coding	False
ENSG00000271976	ENSG00000271976	blue	lncRNA	True
ENSG00000272024	ENSG00000272024	brown	lncRNA	True
ENSG00000272054	ENSG00000272054	green	lncRNA	True
ENSG00000272079	ENSG00000272079	brown	lncRNA	True
ENSG00000272104	ENSG00000272104	purple	protein_coding	False
ENSG00000272106	ENSG00000272106	brown	lncRNA	True
ENSG00000272115	ENSG00000272115	brown	lncRNA	True
ENSG00000272195	ENSG00000272195	brown	lncRNA	True
ENSG00000272277	ENSG00000272277	blue	lncRNA	True
ENSG00000272279	ENSG00000272279	brown	lncRNA	True
ENSG00000272293	ENSG00000272293	brown	lncRNA	True
ENSG00000272316	ENSG00000272316	green	lncRNA	True
ENSG00000272335	ENSG00000272335	green	lncRNA	True
ENSG00000272383	ENSG00000272383	lightgreen	processed_pseudogene	False
ENSG00000272407	ENSG00000272407	lightgreen	transcribed_processed_pseudogene	False
ENSG00000272410	ENSG00000272410	brown	protein_coding	False
ENSG00000272438	ENSG00000272438	brown	lncRNA	True
ENSG00000272447	ENSG00000272447	blue	lncRNA	True
ENSG00000272476	ENSG00000272476	brown	lncRNA	True
ENSG00000272512	ENSG00000272512	brown	lncRNA	True
ENSG00000272617	ENSG00000272617	brown	protein_coding	False
ENSG00000272631	ENSG00000272631	brown	lncRNA	True
ENSG00000272667	ENSG00000272667	brown	lncRNA	True
ENSG00000272688	ENSG00000272688	brown	lncRNA	True
ENSG00000272741	ENSG00000272741	lightyellow	protein_coding	False
ENSG00000272750	ENSG00000272750	green	lncRNA	True
ENSG00000272807	ENSG00000272807	green	lncRNA	True
ENSG00000272829	ENSG00000272829	brown	lncRNA	True
ENSG00000272831	ENSG00000272831	brown	lncRNA	True
ENSG00000272848	ENSG00000272848	brown	lncRNA	True
ENSG00000272872	ENSG00000272872	brown	lncRNA	True
ENSG00000272914	ENSG00000272914	brown	lncRNA	True
ENSG00000272916	ENSG00000272916	brown	protein_coding	False
ENSG00000272918	ENSG00000272918	green	lncRNA	True
ENSG00000272973	ENSG00000272973	brown	lncRNA	True
ENSG00000272980	ENSG00000272980	green	protein_coding	False
ENSG00000273010	ENSG00000273010	blue	lncRNA	True
ENSG00000273014	ENSG00000273014	brown	lncRNA	True
ENSG00000273025	ENSG00000273025	darkolivegreen	protein_coding	False
ENSG00000273046	ENSG00000273046	brown	lncRNA	True
ENSG00000273047	ENSG00000273047	darkolivegreen	protein_coding	False
ENSG00000273049	ENSG00000273049	paleturquoise	protein_coding	False
ENSG00000273066	ENSG00000273066	brown	lncRNA	True
ENSG00000273145	ENSG00000273145	brown	lncRNA	True
ENSG00000273151	ENSG00000273151	brown	lncRNA	True
ENSG00000273154	ENSG00000273154	blue	protein_coding	False
ENSG00000273167	ENSG00000273167	tan	protein_coding	False
ENSG00000273171	ENSG00000273171	midnightblue	protein_coding	False
ENSG00000273184	ENSG00000273184	skyblue3	lncRNA	True
ENSG00000273192	ENSG00000273192	brown	lncRNA	True
ENSG00000273203	ENSG00000273203	brown	lncRNA	True
ENSG00000273217	ENSG00000273217	darkturquoise	protein_coding	False
ENSG00000273230	ENSG00000273230	brown	lncRNA	True
ENSG00000273259	ENSG00000273259	darkmagenta	protein_coding	False
ENSG00000273291	ENSG00000273291	sienna3	protein_coding	False
ENSG00000273306	ENSG00000273306	green	lncRNA	True
ENSG00000273314	ENSG00000273314	brown	lncRNA	True
ENSG00000273419	ENSG00000273419	brown	lncRNA	True
ENSG00000273420	ENSG00000273420	brown	lncRNA	True
ENSG00000273456	ENSG00000273456	brown	lncRNA	True
ENSG00000273489	ENSG00000273489	green	lncRNA	True
ENSG00000273512	ENSG00000273512	white	unprocessed_pseudogene	False
ENSG00000273541	ENSG00000273541	brown	misc_RNA	False
ENSG00000273565	ENSG00000273565	blue	lncRNA	True
ENSG00000273580	ENSG00000273580	black	unprocessed_pseudogene	False
ENSG00000273596	ENSG00000273596	darkorange	misc_RNA	False
ENSG00000273597	ENSG00000273597	grey60	processed_pseudogene	False
ENSG00000273628	ENSG00000273628	black	unprocessed_pseudogene	False
ENSG00000273675	ENSG00000273675	darkorange	processed_pseudogene	False
ENSG00000273712	ENSG00000273712	mediumpurple3	processed_pseudogene	False
ENSG00000273729	ENSG00000273729	brown	lncRNA	True
ENSG00000273734	ENSG00000273734	mediumpurple3	protein_coding	False
ENSG00000273784	ENSG00000273784	blue	lncRNA	True
ENSG00000273870	ENSG00000273870	lightcyan	processed_pseudogene	False
ENSG00000273997	ENSG00000273997	darkgrey	processed_pseudogene	False
ENSG00000274019	ENSG00000274019	salmon	unprocessed_pseudogene	False
ENSG00000274214	ENSG00000274214	cyan	processed_pseudogene	False
ENSG00000274220	ENSG00000274220	brown	lncRNA	True
ENSG00000274270	ENSG00000274270	brown	lncRNA	True
ENSG00000274276	ENSG00000274276	plum1	artifact	False
ENSG00000274292	ENSG00000274292	brown	lncRNA	True
ENSG00000274346	ENSG00000274346	orange	unprocessed_pseudogene	False
ENSG00000274351	ENSG00000274351	purple	unprocessed_pseudogene	False
ENSG00000274356	ENSG00000274356	paleturquoise	unprocessed_pseudogene	False
ENSG00000274383	ENSG00000274383	green	lncRNA	True
ENSG00000274422	ENSG00000274422	green	lncRNA	True
ENSG00000274425	ENSG00000274425	blue	lncRNA	True
ENSG00000274451	ENSG00000274451	black	unprocessed_pseudogene	False
ENSG00000274471	ENSG00000274471	darkolivegreen	transcribed_unprocessed_pseudogene	False
ENSG00000274481	ENSG00000274481	midnightblue	processed_pseudogene	False
ENSG00000274499	ENSG00000274499	yellowgreen	transcribed_processed_pseudogene	False
ENSG00000274541	ENSG00000274541	darkolivegreen	processed_pseudogene	False
ENSG00000274594	ENSG00000274594	sienna3	processed_pseudogene	False
ENSG00000274614	ENSG00000274614	cyan	unprocessed_pseudogene	False
ENSG00000274629	ENSG00000274629	darkgreen	lncRNA	True
ENSG00000274666	ENSG00000274666	mediumpurple3	unprocessed_pseudogene	False
ENSG00000274717	ENSG00000274717	lightsteelblue1	processed_pseudogene	False
ENSG00000274817	ENSG00000274817	plum1	misc_RNA	False
ENSG00000274828	ENSG00000274828	brown	lncRNA	True
ENSG00000274922	ENSG00000274922	brown	lncRNA	True
ENSG00000274977	ENSG00000274977	salmon	processed_pseudogene	False
ENSG00000275115	ENSG00000275115	yellowgreen	unprocessed_pseudogene	False
ENSG00000275223	ENSG00000275223	brown	lncRNA	True
ENSG00000275381	ENSG00000275381	orangered4	processed_pseudogene	False
ENSG00000275437	ENSG00000275437	brown	lncRNA	True
ENSG00000275464	ENSG00000275464	blue	artifact	False
ENSG00000275493	ENSG00000275493	brown	processed_pseudogene	False
ENSG00000275494	ENSG00000275494	brown	lncRNA	True
ENSG00000275540	ENSG00000275540	lightyellow	unprocessed_pseudogene	False
ENSG00000275547	ENSG00000275547	black	unprocessed_pseudogene	False
ENSG00000275675	ENSG00000275675	darkmagenta	unprocessed_pseudogene	False
ENSG00000275765	ENSG00000275765	brown	lncRNA	True
ENSG00000275807	ENSG00000275807	brown	lncRNA	True
ENSG00000275833	ENSG00000275833	darkmagenta	unprocessed_pseudogene	False
ENSG00000275839	ENSG00000275839	black	processed_pseudogene	False
ENSG00000275854	ENSG00000275854	green	lncRNA	True
ENSG00000275860	ENSG00000275860	lightgreen	unprocessed_pseudogene	False
ENSG00000275895	ENSG00000275895	violet	artifact	False
ENSG00000275964	ENSG00000275964	brown	lncRNA	True
ENSG00000275981	ENSG00000275981	black	misc_RNA	False
ENSG00000276019	ENSG00000276019	salmon	misc_RNA	False
ENSG00000276048	ENSG00000276048	magenta	misc_RNA	False
ENSG00000276075	ENSG00000276075	brown	lncRNA	True
ENSG00000276089	ENSG00000276089	orangered4	misc_RNA	False
ENSG00000276100	ENSG00000276100	tan	misc_RNA	False
ENSG00000276127	ENSG00000276127	orange	processed_pseudogene	False
ENSG00000276128	ENSG00000276128	darkturquoise	transcribed_processed_pseudogene	False
ENSG00000276185	ENSG00000276185	darkolivegreen	misc_RNA	False
ENSG00000276214	ENSG00000276214	darkmagenta	processed_pseudogene	False
ENSG00000276248	ENSG00000276248	brown	lncRNA	True
ENSG00000276259	ENSG00000276259	royalblue	lncRNA	True
ENSG00000276278	ENSG00000276278	brown	lncRNA	True
ENSG00000276334	ENSG00000276334	green	lncRNA	True
ENSG00000276470	ENSG00000276470	darkred	misc_RNA	False
ENSG00000276509	ENSG00000276509	brown	lncRNA	True
ENSG00000276529	ENSG00000276529	blue	lncRNA	True
ENSG00000276563	ENSG00000276563	grey60	processed_pseudogene	False
ENSG00000276569	ENSG00000276569	sienna3	processed_pseudogene	False
ENSG00000276570	ENSG00000276570	blue	lncRNA	True
ENSG00000276605	ENSG00000276605	black	processed_pseudogene	False
ENSG00000276680	ENSG00000276680	steelblue	misc_RNA	False
ENSG00000276791	ENSG00000276791	brown	lncRNA	True
ENSG00000276810	ENSG00000276810	black	processed_pseudogene	False
ENSG00000276845	ENSG00000276845	steelblue	unprocessed_pseudogene	False
ENSG00000276900	ENSG00000276900	brown	lncRNA	True
ENSG00000276929	ENSG00000276929	midnightblue	unprocessed_pseudogene	False
ENSG00000276951	ENSG00000276951	magenta	processed_pseudogene	False
ENSG00000276963	ENSG00000276963	skyblue	unprocessed_pseudogene	False
ENSG00000276965	ENSG00000276965	darkturquoise	misc_RNA	False
ENSG00000277103	ENSG00000277103	purple	processed_pseudogene	False
ENSG00000277129	ENSG00000277129	magenta	misc_RNA	False
ENSG00000277182	ENSG00000277182	brown	lncRNA	True
ENSG00000277311	ENSG00000277311	paleturquoise	misc_RNA	False
ENSG00000277320	ENSG00000277320	violet	misc_RNA	False
ENSG00000277340	ENSG00000277340	sienna3	processed_pseudogene	False
ENSG00000277447	ENSG00000277447	purple	processed_pseudogene	False
ENSG00000277459	ENSG00000277459	brown	lncRNA	True
ENSG00000277476	ENSG00000277476	brown	lncRNA	True
ENSG00000277479	ENSG00000277479	magenta	unprocessed_pseudogene	False
ENSG00000277532	ENSG00000277532	magenta	unprocessed_pseudogene	False
ENSG00000277534	ENSG00000277534	brown	lncRNA	True
ENSG00000277562	ENSG00000277562	royalblue	processed_pseudogene	False
ENSG00000277575	ENSG00000277575	darkolivegreen	processed_pseudogene	False
ENSG00000277653	ENSG00000277653	white	misc_RNA	False
ENSG00000277654	ENSG00000277654	blue	transcribed_processed_pseudogene	False
ENSG00000277701	ENSG00000277701	green	lncRNA	True
ENSG00000277715	ENSG00000277715	brown	lncRNA	True
ENSG00000277732	ENSG00000277732	black	misc_RNA	False
