nodeName	gene_name	module	biotype	is_robust_lnc
FAM222A	FAM222A	brown	protein_coding	False
FAM225A	FAM225A	brown	lncRNA	True
FAM227A	FAM227A	brown	protein_coding	False
FAM227B	FAM227B	brown	protein_coding	False
FAM228B	FAM228B	brown	protein_coding	False
FAM229A	FAM229A	brown	protein_coding	False
FAM229B	FAM229B	brown	protein_coding	False
FAM234A	FAM234A	brown	protein_coding	False
FAM234B	FAM234B	brown	protein_coding	False
FAM237B	FAM237B	midnightblue	protein_coding	False
FAM240A	FAM240A	salmon	protein_coding	False
FAM240B	FAM240B	steelblue	protein_coding	False
FAM241A	FAM241A	brown	protein_coding	False
FAM241B	FAM241B	brown	protein_coding	False
FAM246A	FAM246A	magenta	protein_coding	False
FAM25C	FAM25C	skyblue3	protein_coding	False
FAM25G	FAM25G	skyblue3	protein_coding	False
FAM27B	FAM27B	darkgrey	processed_pseudogene	False
FAM27C	FAM27C	brown	lncRNA	True
FAM27E3	FAM27E3	brown	lncRNA	True
FAM32A	FAM32A	blue	protein_coding	False
FAM3A	FAM3A	brown	protein_coding	False
FAM3C	FAM3C	green	protein_coding	False
FAM50A	FAM50A	brown	protein_coding	False
FAM50B	FAM50B	brown	protein_coding	False
FAM53A	FAM53A	brown	protein_coding	False
FAM53B	FAM53B	brown	protein_coding	False
FAM53C	FAM53C	brown	protein_coding	False
FAM66D	FAM66D	brown	lncRNA	True
FAM72A	FAM72A	brown	protein_coding	False
FAM72B	FAM72B	brown	protein_coding	False
FAM72C	FAM72C	brown	protein_coding	False
FAM72D	FAM72D	brown	protein_coding	False
FAM76A	FAM76A	brown	protein_coding	False
FAM76AP1	FAM76AP1	royalblue	processed_pseudogene	False
FAM76B	FAM76B	green	protein_coding	False
FAM78A	FAM78A	brown	protein_coding	False
FAM81B	FAM81B	darkorange	protein_coding	False
FAM83D	FAM83D	brown	protein_coding	False
FAM83G	FAM83G	blue	protein_coding	False
FAM83H	FAM83H	brown	protein_coding	False
FAM86B1	FAM86B1	brown	protein_coding	False
FAM86B2	FAM86B2	brown	protein_coding	False
FAM86C1P	FAM86C1P	darkgrey	transcribed_unprocessed_pseudogene	False
FAM86C2P	FAM86C2P	brown	lncRNA	True
FAM86DP	FAM86DP	blue	lncRNA	True
FAM86EP	FAM86EP	brown	lncRNA	True
FAM86FP	FAM86FP	orange	transcribed_unprocessed_pseudogene	False
FAM86JP	FAM86JP	brown	lncRNA	True
FAM86KP	FAM86KP	midnightblue	unprocessed_pseudogene	False
FAM86LP	FAM86LP	pink	unprocessed_pseudogene	False
FAM86MP	FAM86MP	darkturquoise	unprocessed_pseudogene	False
FAM89B	FAM89B	brown	protein_coding	False
FAM8A1	FAM8A1	brown	protein_coding	False
FAM90A1	FAM90A1	lightgreen	protein_coding	False
FAM90A10	FAM90A10	skyblue	protein_coding	False
FAM90A11	FAM90A11	darkgreen	protein_coding	False
FAM90A12	FAM90A12	midnightblue	protein_coding	False
FAM90A13	FAM90A13	orangered4	protein_coding	False
FAM90A14	FAM90A14	white	protein_coding	False
FAM90A15	FAM90A15	royalblue	protein_coding	False
FAM90A16	FAM90A16	black	protein_coding	False
FAM90A17	FAM90A17	black	protein_coding	False
FAM90A20	FAM90A20	midnightblue	protein_coding	False
FAM90A22	FAM90A22	greenyellow	protein_coding	False
FAM90A23	FAM90A23	magenta	protein_coding	False
FAM90A25P	FAM90A25P	black	unprocessed_pseudogene	False
FAM90A27P	FAM90A27P	orange	protein_coding	False
FAM90A28P	FAM90A28P	tan	transcribed_unprocessed_pseudogene	False
FAM90A2P	FAM90A2P	black	unprocessed_pseudogene	False
FAM90A3	FAM90A3	saddlebrown	protein_coding	False
FAM90A4P	FAM90A4P	white	unprocessed_pseudogene	False
FAM90A5	FAM90A5	lightgreen	protein_coding	False
FAM90A6P	FAM90A6P	darkturquoise	unprocessed_pseudogene	False
FAM90A7	FAM90A7	skyblue	protein_coding	False
FAM90A8	FAM90A8	lightgreen	protein_coding	False
FAM90A9	FAM90A9	lightgreen	protein_coding	False
FAM91A1	FAM91A1	green	protein_coding	False
FAM91A2P	FAM91A2P	cyan	transcribed_processed_pseudogene	False
FAM98A	FAM98A	blue	protein_coding	False
FAM98B	FAM98B	green	protein_coding	False
FAM98C	FAM98C	brown	protein_coding	False
FAM9B	FAM9B	steelblue	protein_coding	False
FAM9C	FAM9C	cyan	protein_coding	False
FAN1	FAN1	blue	protein_coding	False
FANCA	FANCA	brown	protein_coding	False
FANCB	FANCB	green	protein_coding	False
FANCC	FANCC	brown	protein_coding	False
FANCD2	FANCD2	blue	protein_coding	False
FANCD2P2	FANCD2P2	steelblue	unprocessed_pseudogene	False
FANCE	FANCE	brown	protein_coding	False
FANCF	FANCF	brown	protein_coding	False
FANCG	FANCG	brown	protein_coding	False
FANCL	FANCL	green	protein_coding	False
FANCM	FANCM	green	protein_coding	False
FANK1	FANK1	brown	protein_coding	False
FAR1	FAR1	green	protein_coding	False
FARP1	FARP1	brown	protein_coding	False
FARP2	FARP2	blue	protein_coding	False
FARS2	FARS2	brown	protein_coding	False
FARSA	FARSA	blue	protein_coding	False
FARSB	FARSB	brown	protein_coding	False
FARSBP1	FARSBP1	greenyellow	processed_pseudogene	False
FASN	FASN	blue	protein_coding	False
FASTK	FASTK	brown	protein_coding	False
FASTKD2	FASTKD2	green	protein_coding	False
FASTKD5	FASTKD5	blue	protein_coding	False
FAU	FAU	blue	protein_coding	False
FAUP4	FAUP4	orange	transcribed_unprocessed_pseudogene	False
FBF1	FBF1	brown	protein_coding	False
FBH1	FBH1	blue	protein_coding	False
FBL	FBL	blue	protein_coding	False
FBLIM1	FBLIM1	brown	protein_coding	False
FBLL1	FBLL1	brown	protein_coding	False
FBLN1	FBLN1	brown	protein_coding	False
FBN1	FBN1	brown	protein_coding	False
FBN1-DT	FBN1-DT	brown	lncRNA	True
FBN3	FBN3	salmon	protein_coding	False
FBP2	FBP2	darkturquoise	protein_coding	False
FBRS	FBRS	brown	protein_coding	False
FBRSL1	FBRSL1	brown	protein_coding	False
FBXL12	FBXL12	blue	protein_coding	False
FBXL14	FBXL14	brown	protein_coding	False
FBXL15	FBXL15	brown	protein_coding	False
FBXL16	FBXL16	brown	protein_coding	False
FBXL17	FBXL17	brown	protein_coding	False
FBXL18	FBXL18	brown	protein_coding	False
FBXL19	FBXL19	brown	protein_coding	False
FBXL2	FBXL2	brown	protein_coding	False
FBXL20	FBXL20	brown	protein_coding	False
FBXL5	FBXL5	brown	protein_coding	False
FBXL6	FBXL6	blue	protein_coding	False
FBXL7	FBXL7	brown	protein_coding	False
FBXL8	FBXL8	brown	protein_coding	False
FBXL9P	FBXL9P	brown	lncRNA	True
FBXO10	FBXO10	blue	protein_coding	False
FBXO11	FBXO11	brown	protein_coding	False
FBXO15	FBXO15	brown	protein_coding	False
FBXO17	FBXO17	brown	protein_coding	False
FBXO21	FBXO21	brown	protein_coding	False
FBXO22	FBXO22	brown	protein_coding	False
FBXO24	FBXO24	brown	protein_coding	False
FBXO25	FBXO25	brown	protein_coding	False
FBXO28	FBXO28	green	protein_coding	False
FBXO3	FBXO3	brown	protein_coding	False
FBXO30	FBXO30	green	protein_coding	False
FBXO31	FBXO31	blue	protein_coding	False
FBXO33	FBXO33	brown	protein_coding	False
FBXO34	FBXO34	blue	protein_coding	False
FBXO36	FBXO36	brown	protein_coding	False
FBXO4	FBXO4	brown	protein_coding	False
FBXO40	FBXO40	midnightblue	protein_coding	False
FBXO41	FBXO41	blue	protein_coding	False
FBXO42	FBXO42	brown	protein_coding	False
FBXO43	FBXO43	brown	protein_coding	False
FBXO44	FBXO44	brown	protein_coding	False
FBXO45	FBXO45	brown	protein_coding	False
FBXO46	FBXO46	blue	protein_coding	False
FBXO48	FBXO48	brown	protein_coding	False
FBXO6	FBXO6	brown	protein_coding	False
FBXO7	FBXO7	brown	protein_coding	False
FBXO8	FBXO8	brown	protein_coding	False
FBXO9	FBXO9	blue	protein_coding	False
FBXW11	FBXW11	brown	protein_coding	False
FBXW12	FBXW12	midnightblue	protein_coding	False
FBXW4	FBXW4	brown	protein_coding	False
FBXW5	FBXW5	brown	protein_coding	False
FBXW8	FBXW8	brown	protein_coding	False
FBXW9	FBXW9	brown	protein_coding	False
FCAMR	FCAMR	plum1	protein_coding	False
FCF1	FCF1	brown	protein_coding	False
FCF1P1	FCF1P1	lightcyan	processed_pseudogene	False
FCF1P5	FCF1P5	orange	processed_pseudogene	False
FCF1P6	FCF1P6	black	processed_pseudogene	False
FCF1P7	FCF1P7	purple	processed_pseudogene	False
FCF1P8	FCF1P8	tan	processed_pseudogene	False
FCGR1A	FCGR1A	darkred	protein_coding	False
FCGR2A	FCGR2A	skyblue	protein_coding	False
FCGRT	FCGRT	brown	protein_coding	False
FCHO1	FCHO1	brown	protein_coding	False
FCHO2	FCHO2	green	protein_coding	False
FCHSD1	FCHSD1	brown	protein_coding	False
FCHSD2	FCHSD2	brown	protein_coding	False
FCN1	FCN1	orangered4	protein_coding	False
FCRL1	FCRL1	lightgreen	protein_coding	False
FCRL6	FCRL6	darkgrey	protein_coding	False
FCSK	FCSK	brown	protein_coding	False
FDFT1	FDFT1	blue	protein_coding	False
FDPS	FDPS	brown	protein_coding	False
FDPSP2	FDPSP2	pink	processed_pseudogene	False
FDPSP4	FDPSP4	pink	processed_pseudogene	False
FDX1	FDX1	brown	protein_coding	False
FDX2	FDX2	blue	protein_coding	False
FDXACB1	FDXACB1	blue	protein_coding	False
FDXR	FDXR	brown	protein_coding	False
FECH	FECH	brown	protein_coding	False
FEM1A	FEM1A	blue	protein_coding	False
FEM1AP2	FEM1AP2	brown	processed_pseudogene	False
FEM1AP4	FEM1AP4	darkolivegreen	processed_pseudogene	False
FEN1	FEN1	blue	protein_coding	False
FER	FER	green	protein_coding	False
FERP1	FERP1	green	processed_pseudogene	False
FETUB	FETUB	lightyellow	protein_coding	False
FEZ2	FEZ2	brown	protein_coding	False
FEZF1	FEZF1	paleturquoise	protein_coding	False
FEZF2	FEZF2	darkgrey	protein_coding	False
FFAR1	FFAR1	darkred	protein_coding	False
FFAR3	FFAR3	darkmagenta	protein_coding	False
FFAR4	FFAR4	lightcyan	protein_coding	False
FGD1	FGD1	brown	protein_coding	False
FGD5	FGD5	lightgreen	protein_coding	False
FGD5-AS1	FGD5-AS1	brown	lncRNA	True
FGF11	FGF11	brown	protein_coding	False
FGF12	FGF12	brown	protein_coding	False
FGF20	FGF20	mediumpurple3	protein_coding	False
FGF3	FGF3	orangered4	protein_coding	False
FGF4	FGF4	skyblue	protein_coding	False
FGF7P1	FGF7P1	darkgrey	unprocessed_pseudogene	False
FGF7P4	FGF7P4	skyblue3	unprocessed_pseudogene	False
FGF7P7	FGF7P7	lightcyan	unprocessed_pseudogene	False
FGF7P8	FGF7P8	pink	unprocessed_pseudogene	False
FGF8	FGF8	skyblue	protein_coding	False
FGFBP2	FGFBP2	white	protein_coding	False
FGFR1	FGFR1	blue	protein_coding	False
FGFR1OP2	FGFR1OP2	green	protein_coding	False
FGFR3	FGFR3	brown	protein_coding	False
FGFR4	FGFR4	blue	protein_coding	False
FGG	FGG	magenta	protein_coding	False
FGGY	FGGY	brown	protein_coding	False
FGL1	FGL1	black	protein_coding	False
FGR	FGR	midnightblue	protein_coding	False
FH	FH	blue	protein_coding	False
FHIP1B	FHIP1B	brown	protein_coding	False
FHIP2B	FHIP2B	brown	protein_coding	False
FHIT	FHIT	blue	protein_coding	False
FHP1	FHP1	salmon	processed_pseudogene	False
FHP2	FHP2	magenta	processed_pseudogene	False
FIBCD1	FIBCD1	brown	protein_coding	False
FIBP	FIBP	brown	protein_coding	False
FICD	FICD	blue	protein_coding	False
FIG4	FIG4	brown	protein_coding	False
FIGN	FIGN	green	protein_coding	False
FIGNL1	FIGNL1	green	protein_coding	False
FIRRM	FIRRM	brown	protein_coding	False
FIS1	FIS1	blue	protein_coding	False
FITM2	FITM2	brown	protein_coding	False
FIZ1	FIZ1	brown	protein_coding	False
FKBP10	FKBP10	blue	protein_coding	False
FKBP15	FKBP15	blue	protein_coding	False
FKBP1A	FKBP1A	blue	protein_coding	False
FKBP1AP1	FKBP1AP1	darkturquoise	processed_pseudogene	False
FKBP2	FKBP2	blue	protein_coding	False
FKBP4	FKBP4	blue	protein_coding	False
FKBP6P1	FKBP6P1	cyan	unprocessed_pseudogene	False
FKBP8	FKBP8	brown	protein_coding	False
FKBP9	FKBP9	brown	protein_coding	False
FKBP9P1	FKBP9P1	brown	lncRNA	True
FKBPL	FKBPL	brown	protein_coding	False
FKRP	FKRP	blue	protein_coding	False
FKTN	FKTN	green	protein_coding	False
FLAD1	FLAD1	blue	protein_coding	False
FLCN	FLCN	brown	protein_coding	False
FLG2	FLG2	midnightblue	protein_coding	False
FLII	FLII	brown	protein_coding	False
FLJ20021	FLJ20021	blue	lncRNA	True
FLJ30679	FLJ30679	darkgreen	TEC	False
FLJ46284	FLJ46284	green	lncRNA	True
FLNA	FLNA	blue	protein_coding	False
FLNB	FLNB	blue	protein_coding	False
FLNC	FLNC	brown	protein_coding	False
FLOT1	FLOT1	brown	protein_coding	False
FLOT2	FLOT2	brown	protein_coding	False
FLT3	FLT3	magenta	protein_coding	False
FLVCR1	FLVCR1	blue	protein_coding	False
FLVCR1-DT	FLVCR1-DT	brown	lncRNA	True
FLYWCH1	FLYWCH1	brown	protein_coding	False
FLYWCH2	FLYWCH2	brown	protein_coding	False
FMC1	FMC1	blue	protein_coding	False
FMC1-LUC7L2	FMC1-LUC7L2	brown	protein_coding	False
FMN2	FMN2	orangered4	protein_coding	False
FMNL1	FMNL1	brown	protein_coding	False
FMNL3	FMNL3	brown	protein_coding	False
FN3K	FN3K	brown	protein_coding	False
FN3KRP	FN3KRP	blue	protein_coding	False
FNDC10	FNDC10	brown	protein_coding	False
FNDC8	FNDC8	darkorange	protein_coding	False
FNDC9	FNDC9	midnightblue	protein_coding	False
FNIP1	FNIP1	green	protein_coding	False
FNTAP1	FNTAP1	pink	processed_pseudogene	False
FNTAP2	FNTAP2	lightyellow	processed_pseudogene	False
FNTB	FNTB	blue	protein_coding	False
FOCAD	FOCAD	brown	protein_coding	False
FOLR1	FOLR1	royalblue	protein_coding	False
FOLR1P1	FOLR1P1	darkmagenta	unprocessed_pseudogene	False
FOLR2	FOLR2	paleturquoise	protein_coding	False
FOLR3	FOLR3	grey60	protein_coding	False
FOSL1P1	FOSL1P1	grey60	processed_pseudogene	False
FOXB2	FOXB2	darkorange	protein_coding	False
FOXC1	FOXC1	brown	protein_coding	False
FOXC2	FOXC2	steelblue	protein_coding	False
FOXCUT	FOXCUT	brown	lncRNA	True
FOXD1	FOXD1	brown	protein_coding	False
FOXD2	FOXD2	brown	protein_coding	False
FOXD2-AS1	FOXD2-AS1	brown	lncRNA	True
FOXD3	FOXD3	brown	protein_coding	False
FOXD3-AS1	FOXD3-AS1	brown	lncRNA	True
FOXD4L3	FOXD4L3	mediumpurple3	protein_coding	False
FOXD4L5	FOXD4L5	orangered4	protein_coding	False
FOXD4L6	FOXD4L6	darkorange	protein_coding	False
FOXE1	FOXE1	brown	protein_coding	False
FOXI2	FOXI2	lightcyan	protein_coding	False
FOXI3	FOXI3	lightcyan	protein_coding	False
FOXJ2	FOXJ2	brown	protein_coding	False
FOXJ3	FOXJ3	brown	protein_coding	False
FOXK1	FOXK1	blue	protein_coding	False
FOXK2	FOXK2	brown	protein_coding	False
FOXL1	FOXL1	lightcyan1	protein_coding	False
FOXM1	FOXM1	brown	protein_coding	False
FOXN3P1	FOXN3P1	white	processed_pseudogene	False
FOXN4	FOXN4	lightcyan	protein_coding	False
FOXO1B	FOXO1B	saddlebrown	processed_pseudogene	False
FOXO4	FOXO4	brown	protein_coding	False
FOXO6	FOXO6	brown	protein_coding	False
FOXP4	FOXP4	brown	protein_coding	False
FOXR1	FOXR1	black	protein_coding	False
FOXRED1	FOXRED1	blue	protein_coding	False
FOXRED2	FOXRED2	brown	protein_coding	False
FPGS	FPGS	brown	protein_coding	False
FPGT-TNNI3K	FPGT-TNNI3K	brown	protein_coding	False
FPR2	FPR2	purple	protein_coding	False
FPR3	FPR3	tan	protein_coding	False
FRA10AC1	FRA10AC1	brown	protein_coding	False
FREM1	FREM1	tan	protein_coding	False
FREM2	FREM2	brown	protein_coding	False
FRG1	FRG1	blue	protein_coding	False
FRG1HP	FRG1HP	black	transcribed_unprocessed_pseudogene	False
FRG2B	FRG2B	mediumpurple3	protein_coding	False
FRG2FP	FRG2FP	greenyellow	transcribed_unprocessed_pseudogene	False
FRG2JP	FRG2JP	magenta	unprocessed_pseudogene	False
FRG2LP	FRG2LP	darkred	processed_pseudogene	False
FRMD1	FRMD1	midnightblue	protein_coding	False
FRMD4B	FRMD4B	pink	protein_coding	False
FRMD7	FRMD7	saddlebrown	protein_coding	False
FRS2	FRS2	green	protein_coding	False
FRS3	FRS3	brown	protein_coding	False
FRYL	FRYL	green	protein_coding	False
FSBP	FSBP	green	protein_coding	False
FSCB	FSCB	darkmagenta	protein_coding	False
FSCN1	FSCN1	brown	protein_coding	False
FSD1	FSD1	brown	protein_coding	False
FSD1L	FSD1L	green	protein_coding	False
FSHR	FSHR	lightcyan	protein_coding	False
FSIP2LP	FSIP2LP	lightgreen	transcribed_unprocessed_pseudogene	False
FSTL3	FSTL3	brown	protein_coding	False
FTCDNL1	FTCDNL1	brown	protein_coding	False
FTH1	FTH1	brown	protein_coding	False
FTH1P22	FTH1P22	lightyellow	processed_pseudogene	False
FTH1P24	FTH1P24	skyblue3	processed_pseudogene	False
FTH1P25	FTH1P25	tan	processed_pseudogene	False
FTH1P27	FTH1P27	skyblue3	unprocessed_pseudogene	False
FTH1P28	FTH1P28	cyan	unprocessed_pseudogene	False
FTL	FTL	blue	protein_coding	False
FTLP15	FTLP15	darkgrey	processed_pseudogene	False
FTLP20	FTLP20	greenyellow	processed_pseudogene	False
FTLP8	FTLP8	lightgreen	processed_pseudogene	False
FTMT	FTMT	royalblue	protein_coding	False
FTO	FTO	brown	protein_coding	False
FTOP1	FTOP1	lightcyan	processed_pseudogene	False
FTSJ1	FTSJ1	blue	protein_coding	False
FTSJ3	FTSJ3	blue	protein_coding	False
FTX	FTX	green	lncRNA	True
FUBP3	FUBP3	brown	protein_coding	False
FUCA1	FUCA1	blue	protein_coding	False
FUCA2	FUCA2	blue	protein_coding	False
FUNDC2	FUNDC2	blue	protein_coding	False
FUNDC2P2	FUNDC2P2	orange	transcribed_processed_pseudogene	False
FUOM	FUOM	blue	protein_coding	False
FURIN	FURIN	brown	protein_coding	False
FUS	FUS	blue	protein_coding	False
FUT10	FUT10	brown	protein_coding	False
FUT11	FUT11	blue	protein_coding	False
FUT2	FUT2	brown	protein_coding	False
FUT3	FUT3	lightcyan	protein_coding	False
FUT5	FUT5	salmon	protein_coding	False
FUT8	FUT8	brown	protein_coding	False
FUT8-AS1	FUT8-AS1	brown	lncRNA	True
FUZ	FUZ	brown	protein_coding	False
FXN	FXN	blue	protein_coding	False
FXR1	FXR1	green	protein_coding	False
FXR2	FXR2	brown	protein_coding	False
FXYD1	FXYD1	brown	protein_coding	False
FXYD4	FXYD4	paleturquoise	protein_coding	False
FXYD6	FXYD6	salmon	protein_coding	False
FYB2	FYB2	grey60	protein_coding	False
FYCO1	FYCO1	brown	protein_coding	False
FYN	FYN	brown	protein_coding	False
FYTTD1	FYTTD1	green	protein_coding	False
FYTTD1P1	FYTTD1P1	salmon	processed_pseudogene	False
FZD1	FZD1	brown	protein_coding	False
FZD10	FZD10	salmon	protein_coding	False
FZD5	FZD5	blue	protein_coding	False
FZD9	FZD9	brown	protein_coding	False
FZR1	FZR1	brown	protein_coding	False
G2E3	G2E3	green	protein_coding	False
G2E3P1	G2E3P1	greenyellow	processed_pseudogene	False
G6PC1	G6PC1	darkred	protein_coding	False
G6PC3	G6PC3	blue	protein_coding	False
G6PD	G6PD	blue	protein_coding	False
GAA	GAA	brown	protein_coding	False
GAB2	GAB2	brown	protein_coding	False
GABARAP	GABARAP	brown	protein_coding	False
GABARAPL1	GABARAPL1	brown	protein_coding	False
GABARAPL2	GABARAPL2	brown	protein_coding	False
GABARAPL3	GABARAPL3	pink	TEC	False
GABPA	GABPA	green	protein_coding	False
GABPB1-AS1	GABPB1-AS1	brown	lncRNA	True
GABPB1-IT1	GABPB1-IT1	blue	lncRNA	True
GABPB2	GABPB2	brown	protein_coding	False
GABRA1	GABRA1	salmon	protein_coding	False
GABRA2	GABRA2	tan	protein_coding	False
GABRA5	GABRA5	grey60	protein_coding	False
GABRB1	GABRB1	lightgreen	protein_coding	False
GABRB2	GABRB2	darkgrey	protein_coding	False
GABRB3	GABRB3	orangered4	protein_coding	False
GABRR1	GABRR1	cyan	protein_coding	False
GADD45GIP1	GADD45GIP1	brown	protein_coding	False
GAGE2E	GAGE2E	darkorange	protein_coding	False
GAK	GAK	brown	protein_coding	False
GAL	GAL	blue	protein_coding	False
GAL3ST1	GAL3ST1	brown	protein_coding	False
GALC	GALC	brown	protein_coding	False
GALE	GALE	brown	protein_coding	False
GALK1	GALK1	brown	protein_coding	False
GALK2	GALK2	blue	protein_coding	False
GALNS	GALNS	brown	protein_coding	False
GALNT11	GALNT11	brown	protein_coding	False
GALNT16	GALNT16	blue	protein_coding	False
GALNT17	GALNT17	grey60	protein_coding	False
GALNT2	GALNT2	blue	protein_coding	False
GALNT4	GALNT4	blue	protein_coding	False
GALNT6	GALNT6	brown	protein_coding	False
GALNT7	GALNT7	green	protein_coding	False
GALNT7-DT	GALNT7-DT	brown	lncRNA	True
GALNT8	GALNT8	lightcyan1	protein_coding	False
GALNT9	GALNT9	salmon	protein_coding	False
GALNTL6	GALNTL6	lightcyan	protein_coding	False
GALP	GALP	midnightblue	protein_coding	False
GALR1	GALR1	lightcyan	protein_coding	False
GALT	GALT	brown	protein_coding	False
GAMT	GAMT	brown	protein_coding	False
GANAB	GANAB	brown	protein_coding	False
GANC	GANC	blue	protein_coding	False
GAP43	GAP43	darkorange	protein_coding	False
GAPDH	GAPDH	blue	protein_coding	False
GAPDHP14	GAPDHP14	violet	processed_pseudogene	False
GAPDHP15	GAPDHP15	saddlebrown	processed_pseudogene	False
GAPDHP20	GAPDHP20	salmon	processed_pseudogene	False
GAPDHP21	GAPDHP21	lightsteelblue1	processed_pseudogene	False
GAPDHP22	GAPDHP22	darkturquoise	processed_pseudogene	False
GAPDHP24	GAPDHP24	lightsteelblue1	processed_pseudogene	False
GAPDHP25	GAPDHP25	lightgreen	processed_pseudogene	False
GAPDHP29	GAPDHP29	royalblue	processed_pseudogene	False
GAPDHP30	GAPDHP30	darkorange	processed_pseudogene	False
GAPDHP33	GAPDHP33	skyblue	processed_pseudogene	False
GAPDHP37	GAPDHP37	sienna3	processed_pseudogene	False
GAPDHP38	GAPDHP38	greenyellow	processed_pseudogene	False
GAPDHP39	GAPDHP39	tan	processed_pseudogene	False
GAPDHP42	GAPDHP42	sienna3	processed_pseudogene	False
GAPDHP45	GAPDHP45	skyblue	processed_pseudogene	False
GAPDHP47	GAPDHP47	darkturquoise	processed_pseudogene	False
GAPDHP51	GAPDHP51	saddlebrown	processed_pseudogene	False
GAPDHP52	GAPDHP52	darkturquoise	processed_pseudogene	False
GAPDHP55	GAPDHP55	steelblue	processed_pseudogene	False
GAPDHP58	GAPDHP58	royalblue	processed_pseudogene	False
GAPDHP64	GAPDHP64	violet	processed_pseudogene	False
GAPDHP66	GAPDHP66	royalblue	processed_pseudogene	False
GAPDHP67	GAPDHP67	steelblue	processed_pseudogene	False
GAPDHP69	GAPDHP69	greenyellow	processed_pseudogene	False
GAPDHP74	GAPDHP74	purple	transcribed_processed_pseudogene	False
GAPDHP76	GAPDHP76	skyblue	unprocessed_pseudogene	False
GAPVD1	GAPVD1	blue	protein_coding	False
GAR1	GAR1	blue	protein_coding	False
GAREM2	GAREM2	brown	protein_coding	False
GARNL3	GARNL3	brown	protein_coding	False
GARRE1	GARRE1	brown	protein_coding	False
GARS1	GARS1	brown	protein_coding	False
GARS1-DT	GARS1-DT	brown	lncRNA	True
GART	GART	blue	protein_coding	False
GAS2	GAS2	brown	protein_coding	False
GAS2L1	GAS2L1	brown	protein_coding	False
GAS2L2	GAS2L2	darkorange	protein_coding	False
GAS5	GAS5	blue	lncRNA	True
GAS8	GAS8	brown	protein_coding	False
GATA2	GATA2	brown	protein_coding	False
GATA2-AS1	GATA2-AS1	brown	lncRNA	True
GATA3	GATA3	brown	protein_coding	False
GATA3-AS1	GATA3-AS1	brown	lncRNA	True
GATA6	GATA6	brown	protein_coding	False
GATA6-AS1	GATA6-AS1	brown	lncRNA	True
GATAD1	GATAD1	brown	protein_coding	False
GATAD2A	GATAD2A	blue	protein_coding	False
GATAD2B	GATAD2B	blue	protein_coding	False
GATB	GATB	blue	protein_coding	False
GATC	GATC	brown	protein_coding	False
GATD1	GATD1	brown	protein_coding	False
GATD1-DT	GATD1-DT	brown	lncRNA	True
GATD3	GATD3	blue	protein_coding	False
GBA1	GBA1	blue	protein_coding	False
GBA1LP	GBA1LP	brown	lncRNA	True
GBA2	GBA2	blue	protein_coding	False
GBF1	GBF1	brown	protein_coding	False
GBP6	GBP6	lightgreen	protein_coding	False
GBP7	GBP7	tan	protein_coding	False
GBX1	GBX1	magenta	protein_coding	False
GBX2	GBX2	brown	protein_coding	False
GCAT	GCAT	blue	protein_coding	False
GCC1	GCC1	brown	protein_coding	False
GCC2	GCC2	green	protein_coding	False
GCDH	GCDH	blue	protein_coding	False
GCG	GCG	magenta	protein_coding	False
GCGR	GCGR	paleturquoise	protein_coding	False
GCHFR	GCHFR	brown	protein_coding	False
GCKR	GCKR	paleturquoise	protein_coding	False
GCLC	GCLC	brown	protein_coding	False
GCN1	GCN1	blue	protein_coding	False
GCNT1P1	GCNT1P1	plum1	processed_pseudogene	False
GCNT1P3	GCNT1P3	lightsteelblue1	processed_pseudogene	False
GCSH	GCSH	blue	protein_coding	False
GCSHP1	GCSHP1	salmon	processed_pseudogene	False
GDA	GDA	darkolivegreen	protein_coding	False
GDAP1	GDAP1	brown	protein_coding	False
GDE1	GDE1	blue	protein_coding	False
GDF10	GDF10	lightcyan	protein_coding	False
GDF11	GDF11	blue	protein_coding	False
GDF3	GDF3	steelblue	protein_coding	False
GDF7	GDF7	skyblue3	protein_coding	False
GDF9	GDF9	brown	protein_coding	False
GDI1	GDI1	brown	protein_coding	False
GDI2	GDI2	blue	protein_coding	False
GDI2P1	GDI2P1	greenyellow	processed_pseudogene	False
GDPD1	GDPD1	brown	protein_coding	False
GDPD3	GDPD3	brown	protein_coding	False
GDPGP1	GDPGP1	brown	protein_coding	False
GEMIN2	GEMIN2	brown	protein_coding	False
GEMIN4	GEMIN4	blue	protein_coding	False
GEMIN5	GEMIN5	blue	protein_coding	False
GEMIN6	GEMIN6	blue	protein_coding	False
GEMIN7	GEMIN7	blue	protein_coding	False
GEMIN8	GEMIN8	brown	protein_coding	False
GEMIN8P2	GEMIN8P2	greenyellow	processed_pseudogene	False
GEN1	GEN1	green	protein_coding	False
GET1	GET1	brown	protein_coding	False
GET3	GET3	blue	protein_coding	False
GET4	GET4	blue	protein_coding	False
GFER	GFER	brown	protein_coding	False
GFOD2	GFOD2	brown	protein_coding	False
GFOD3P	GFOD3P	brown	lncRNA	True
GFRA3	GFRA3	brown	protein_coding	False
GFRAL	GFRAL	purple	protein_coding	False
GFUS	GFUS	blue	protein_coding	False
GFY	GFY	brown	protein_coding	False
GGA1	GGA1	brown	protein_coding	False
GGA2	GGA2	blue	protein_coding	False
GGA3	GGA3	brown	protein_coding	False
GGACT	GGACT	brown	protein_coding	False
GGCT	GGCT	brown	protein_coding	False
GGCTP1	GGCTP1	lightcyan	processed_pseudogene	False
